Graphic Designer / 2D Animator,https://www.rozee.pk/code-dev-innovation-graphic-designer-2d-animator-karachi-jobs-1559834?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559834&utm_campaign=ROZEE.PK_job_search,Code Dev Innovation,//www.rozee.pk/company/code-dev-innovation-1,Karachi,"PKR. 30,000 - 60,000/Month",81 views,Posted 12 hours ago,Null,"Motion Graphics,Adobe Photoshop,Motion Graphic Designs,Adobe After Effects,Adobe Illustrator,2D Graphics,Adobe Premiere",Information Technology,Creative Design,4 Posts,Third Shift (Night),Full Time/Permanent,Karachi,No Preference,Intermediate/A-Level,Entry Level,Less than 1 Year,"Jan 26, 2025","Dec 25, 2024"
Business Development Executive,https://www.rozee.pk/hu-engineering-services-business-development-executive-karachi-jobs-1559848?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559848&utm_campaign=ROZEE.PK_job_search,H.U Engineering Services,//www.rozee.pk/company/hu-engineering-services-1,Karachi,"PKR. 20,000 - 30,000/Month",83 views,Posted 12 hours ago,Null,"Business Development  Skills,Business Strategy,Digital Business Development,Business Development Strategies,Business Development Process,International Business Exposure,Global Business Development,B2B Business Development",Engineering,Sales & Business Development,1 Post,Hybrid Work Model,Full Time/Permanent,Karachi,No Preference,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Logistics Management,https://www.rozee.pk/royal-phonex-technology-logistics-management-islamabad-karachi-lahore-mardan-peshawar-quetta-rawalpindi-lodhran-jobs-1559824?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559824&utm_campaign=ROZEE.PK_job_search,Royal Phonex Technology,//www.rozee.pk/company/royal-phonex-technology,Multiple Cities,"PKR. 350,000 - 450,000/Month",500 views,Posted 13 hours ago,Null,"Business Decision Making,MS Excel,Logistics Management",Information Technology,Distribution & Logistics,5 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Mardan, Peshawar, Quetta, Rawalpindi, Lodhran",No Preference,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Business Consultant,https://www.rozee.pk/royal-phonex-technology-business-consultant-islamabad-karachi-lahore-peshawar-quetta-rawalpindi-gilgit-kashmir-jobs-1559828?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559828&utm_campaign=ROZEE.PK_job_search,Royal Phonex Technology,//www.rozee.pk/company/royal-phonex-technology,Multiple Cities,"PKR. 450,000 - 600,000/Month",207 views,Posted 13 hours ago,Null,"Business Development Consultancy,Business Analysis,Business Development Process",Information Technology,Sales & Business Development,6 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Peshawar, Quetta, Rawalpindi, Gilgit, Kashmir",No Preference,Bachelors,Experienced Professional,N/A,"Jan 26, 2025","Dec 25, 2024"
Export Officer,https://www.rozee.pk/rahnuma-public-school-export-officer-karachi-jobs-1559856?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559856&utm_campaign=ROZEE.PK_job_search,Rahnuma Public School,//www.rozee.pk/company/rahnuma-public-school,Karachi,"PKR. 35,000 - 50,000/Month",176 views,Posted 13 hours ago,Null,"Export  Documentation,Export Operation Knowledge,Freight Transportation Management,Customs Regulations,Regulatory Approvals,Transportation Coordination",N.G.O./Social Services,Import & Export,1 Post,First Shift (Day),Full Time/Permanent,Karachi,No Preference,Intermediate/A-Level,Entry Level,N/A,"Jan 26, 2025","Dec 25, 2024"
System Support Engineer,https://www.rozee.pk/it-support-247-system-support-engineer-karachi-jobs-1559796?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559796&utm_campaign=ROZEE.PK_job_search,IT Support 247,//www.rozee.pk/company/it-support-247,Karachi,N/A,133 views,Posted 16 hours ago,Null,"Cisco Networking Devices Command,Troubleshooting  Skills,Network Security Implementation",Information Technology,Computer Networking,2 Posts,Second Shift (Afternoon),Full Time/Permanent,Karachi,No Preference,Bachelors,Experienced Professional,5 Years,"Jan 24, 2025","Dec 25, 2024"
Project Manager,https://www.rozee.pk/bb-builders-project-manager-jobs-1559838?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559838&utm_campaign=ROZEE.PK_job_search,BB Builders,//www.rozee.pk/company/bb-builders,Karachi,N/A,100 views,Posted Yesterday,Null,"Leadership,Communication,Time Management,Risk Management,Budgeting,Negotiation,Problem-Solving,Team Management,Stakeholder Management,Project Planning",N/A,N/A,1 Post,N/A,Full Time/Permanent,Karachi,No Preference,N/A,N/A,3 Years,"Jan 26, 2025","Dec 25, 2024"
Call Center Agent,https://www.rozee.pk/provider-ms-communications-call-center-agent-karachi-jobs-1559180?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559180&utm_campaign=ROZEE.PK_job_search,Provider MS Communications,//www.rozee.pk/company/provider-ms-communications,Karachi,"PKR. 14,000 - 30,000/Month",209 views,Posted 2 days ago,Null,"Telemarketing  Skills,Fluent in English,Handle Outbound Calls",Call Center,Telemarketing,10 Posts,Third Shift (Night),Full Time/Permanent,Karachi,No Preference,Matriculation/O-Level,Entry Level,Less than 1 Year,"Jan 24, 2025","Dec 23, 2024"
Management Trainee,https://www.rozee.pk/leading-petroleum-company-management-trainee-faisalabad-karachi-lahore-rawalpindi-jobs-1559618?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559618&utm_campaign=ROZEE.PK_job_search,Leading Petroleum Company,//www.rozee.pk/company/leading-petroleum-company,Multiple Cities,N/A,649 views,Posted Yesterday,Null,"Time Management,Interpersonal Skills,MS Excel",Mining / Petroleum,"Teachers/Education, Training & Development",18 Posts,First Shift (Day),Full Time/Permanent,"Faisalabad, Karachi, Lahore, Rawalpindi",No Preference,Masters,Entry Level,N/A,"Jan 11, 2025","Dec 24, 2024"
Senior Officer / Fuel Station Incharge,https://www.rozee.pk/leading-petroleum-company-senior-officer-fuel-station-incharge-islamabadkarachifaisalabadhari-purmardantobatek-singh-jobs-1557078?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1557078&utm_campaign=ROZEE.PK_job_search,Leading Petroleum Company,//www.rozee.pk/company/leading-petroleum-company,Multiple Cities,"PKR. 70,000 - 80,000/Month",1837 views,"Posted Dec 17, 2024",Null,"Managerial Skills,Operations Management,Record Keeping",Mining / Petroleum,Operations,5 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Faisalabad, Karachi, Mardan, Hari Pur, Tobatek Singh",Male,Bachelors,Experienced Professional,N/A,"Jan 01, 2025","Dec 17, 2024"
Sales / Marketing Specialist,https://www.rozee.pk/astramd-sales-marketing-specialist-islamabad-karachi-lahore-peshawar-rawalpindi-abbottabad-jobs-1551828?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1551828&utm_campaign=ROZEE.PK_job_search,Astra MD,//www.rozee.pk/company/astra-md,Multiple Cities,"PKR. 70,000 - 125,000/Month",513 views,"Posted Dec 02, 2024",Null,"Negotiation Skills,Time Management Skills,Telemarketing  Skills,Fluent in English,Presentation Skills,Communication Skills,Digital Marketing Insight,CRM Tools",Information Technology,Marketing,2 Posts,First Shift (Day),Full Time/Permanent,"Islamabad, Karachi, Lahore, Peshawar, Rawalpindi, Abbottabad",No Preference,Bachelors,Experienced Professional,2 Years,"Jan 02, 2025","Dec 02, 2024"
Virtual Assistant - Amazon Wholesale,https://www.rozee.pk/the-assistrix-virtual-assistant-amazon-wholesale-islamabad-faisalabad-karachi-lahore-rawalpindi-jobs-1559774?utm_source=jobSearch&utm_medium=website&utm_content=jobSearch_1559774&utm_campaign=ROZEE.PK_job_search,The Assistrix,//www.rozee.pk/company/the-assistrix,Multiple Cities,"PKR. 20,000 - 30,000/Month",40 views,Posted 3 hours ago,Null,"Amazon FBA Knowledge,Product Hunting,Amazon Listing Creation,Competitor Analysis",E-Commerce / E- Business,Sales & Business Development,1 Post,Rotating,Full Time/Permanent,"Islamabad, Faisalabad, Karachi, Lahore, Rawalpindi",No Preference,Short Course,Entry Level,Less than 1 Year,"Jan 25, 2025","Dec 25, 2024"
